Date,UNH
6/07/2018 16:00,248.98
6/08/2018 16:00,250.68
6/11/2018 16:00,253.78
6/12/2018 16:00,253.58
6/13/2018 16:00:00,252.87
6/14/2018 16:00:00,255.33
6/15/2018 16:00:00,255.98
6/18/2018 16:00:00,254.87
6/19/2018 16:00:00,253.02
6/20/2018 16:00:00,252.81
6/21/2018 16:00:00,251.89
6/22/2018 16:00:00,254.37
6/25/2018 16:00:00,250.71
6/26/2018 16:00:00,249.77
6/27/2018 16:00:00,248.17
6/28/2018 16:00:00,244.9
6/29/2018 16:00:00,245.34
7/02/2018 16:00,247.48
7/03/2018 13:00,246.98
7/05/2018 16:00,250.5
7/06/2018 16:00,250.76
7/09/2018 16:00,253.67
7/10/2018 16:00,255.54
7/11/2018 16:00,254.59
7/12/2018 16:00,256.05
7/13/2018 16:00:00,258.7
7/16/2018 16:00:00,256.98
7/17/2018 16:00:00,250.29
7/18/2018 16:00:00,255.42
7/19/2018 16:00:00,252.93
7/20/2018 16:00:00,252.7
7/23/2018 16:00:00,252.74
7/24/2018 16:00:00,253.76
7/25/2018 16:00:00,254.86
7/26/2018 16:00:00,257
7/27/2018 16:00:00,255.95
7/30/2018 16:00:00,253.84
7/31/2018 16:00:00,253.22
8/01/2018 16:00,253.37
8/02/2018 16:00,256.08
8/03/2018 16:00,257.22
8/06/2018 16:00,256.76
8/07/2018 16:00,257.65
8/08/2018 16:00,258.81
8/09/2018 16:00,261.59
8/10/2018 16:00,260.36
8/13/2018 16:00:00,260.91
8/14/2018 16:00:00,263.48
8/15/2018 16:00:00,260.61
8/16/2018 16:00:00,263.1
8/17/2018 16:00:00,262.33
8/20/2018 16:00:00,262.4
8/21/2018 16:00:00,261.69
8/22/2018 16:00:00,260.74
8/23/2018 16:00:00,261.42
8/24/2018 16:00:00,264.28
8/27/2018 16:00:00,267.08
8/28/2018 16:00:00,268.51
8/29/2018 16:00:00,269
8/30/2018 16:00:00,268.39
8/31/2018 16:00:00,268.46
9/04/2018 16:00,268.51
9/05/2018 16:00,267.64
9/06/2018 16:00,269.65
9/07/2018 16:00,268.28
9/10/2018 16:00,259.73
9/11/2018 16:00,261.04
9/12/2018 16:00,262.67
9/13/2018 16:00:00,265.49
9/14/2018 16:00:00,265.31
9/17/2018 16:00:00,263.87
9/18/2018 16:00:00,263.29
9/19/2018 16:00:00,265.33
9/20/2018 16:00:00,266.39
9/21/2018 16:00:00,266.67
9/24/2018 16:00:00,267.36
9/25/2018 16:00:00,263.51
9/26/2018 16:00:00,262.91
9/27/2018 16:00:00,264.65
9/28/2018 16:00:00,266.04
10/01/2018 16:00,269.1
10/02/2018 16:00,270.63
10/03/2018 16:00,270.9
10/04/2018 16:00,268.32
10/05/2018 16:00,269.2
10/08/2018 16:00,269.01
10/09/2018 16:00,270.11
10/10/2018 16:00,263.08
10/11/2018 16:00,257.12
10/12/2018 16:00,259.61
10/15/2018 16:00:00,260.25
10/16/2018 16:00:00,272.57
10/17/2018 16:00:00,267.3
10/18/2018 16:00:00,266.81
10/19/2018 16:00:00,265.3
10/22/2018 16:00:00,262.19
10/23/2018 16:00:00,264.86
10/24/2018 16:00:00,256.32
10/25/2018 16:00:00,264.24
10/26/2018 16:00:00,258.18
10/29/2018 16:00:00,256.52
10/30/2018 16:00:00,258.28
10/31/2018 16:00:00,261.35
11/01/2018 16:00,260.93
11/02/2018 16:00,261.01
11/05/2018 16:00,261.01
11/06/2018 16:00,263.54
11/07/2018 16:00,274.63
11/08/2018 16:00,276.65
11/09/2018 16:00,276.55
11/12/2018 16:00,272.38
11/13/2018 16:00:00,269.22
11/14/2018 16:00:00,264.96
11/15/2018 16:00:00,264.94
11/16/2018 16:00:00,271.11
11/19/2018 16:00:00,266.05
11/20/2018 16:00:00,261.5
11/21/2018 16:00:00,260.55
11/23/2018 13:00:00,261.62
11/26/2018 16:00:00,266.16
11/27/2018 16:00:00,271.15
11/28/2018 16:00:00,280.95
11/29/2018 16:00:00,282.55
11/30/2018 16:00:00,281.36
12/03/2018 16:00,286.33
12/04/2018 16:00,278.55
12/06/2018 16:00,276.85
12/07/2018 16:00,269.18
12/10/2018 16:00,266.53
12/11/2018 16:00,267.22
12/12/2018 16:00,270.64
12/13/2018 16:00:00,272.15
12/14/2018 16:00:00,265.02
12/17/2018 16:00:00,258.07
12/18/2018 16:00:00,252.97
12/19/2018 16:00:00,250.31
12/20/2018 16:00:00,242.44
12/21/2018 16:00:00,238.34
12/24/2018 13:00:00,232.94
12/26/2018 16:00:00,243.35
12/27/2018 16:00:00,245.97
12/28/2018 16:00:00,246.24
12/31/2018 16:00:00,249.12
1/02/2019 16:00,243.49
1/03/2019 16:00,236.85
1/04/2019 16:00,239.62
1/07/2019 16:00,240.08
1/08/2019 16:00,243.29
1/09/2019 16:00,243.64
1/10/2019 16:00,244.87
1/11/2019 16:00,247.67
1/14/2019 16:00:00,248.06
1/15/2019 16:00:00,256.87
1/16/2019 16:00:00,261.46
1/17/2019 16:00:00,259.77
1/18/2019 16:00:00,265.5
1/22/2019 16:00:00,265.69
1/23/2019 16:00:00,267.02
1/24/2019 16:00:00,266.13
1/25/2019 16:00:00,268.05
1/28/2019 16:00:00,266.77
1/29/2019 16:00:00,267.34
1/30/2019 16:00:00,270.37
1/31/2019 16:00:00,270.2
2/01/2019 16:00,268.72
2/04/2019 16:00,268.21
2/05/2019 16:00,266.31
2/06/2019 16:00,269.5
2/07/2019 16:00,269
2/08/2019 16:00,261.9
2/11/2019 16:00,257.14
2/12/2019 16:00,263.5
2/13/2019 16:00:00,263.8
2/14/2019 16:00:00,265.33
2/15/2019 16:00:00,271.13
2/19/2019 16:00:00,270.41
2/20/2019 16:00:00,269.51
2/21/2019 16:00:00,266.4
2/22/2019 16:00:00,267.11
2/25/2019 16:00:00,264.6
2/26/2019 16:00:00,262.98
2/27/2019 16:00:00,250.08
2/28/2019 16:00:00,242.22
3/01/2019 16:00,246.15
3/04/2019 16:00,236.02
3/05/2019 16:00,241.43
3/06/2019 16:00,239.07
3/07/2019 16:00,236.7
3/08/2019 16:00,237.29
3/11/2019 16:00,243.15
3/12/2019 16:00,245.88
3/13/2019 16:00:00,252.25
3/14/2019 16:00:00,253.27
3/15/2019 16:00:00,251.4
3/18/2019 16:00:00,255
3/19/2019 16:00:00,257.13
3/20/2019 16:00:00,250.5
3/21/2019 16:00:00,252.02
3/22/2019 16:00:00,247.09
3/25/2019 16:00:00,246.86
3/26/2019 16:00:00,243.39
3/27/2019 16:00:00,241.71
3/28/2019 16:00:00,242.23
3/29/2019 16:00:00,247.26
4/01/2019 16:00,245.54
4/02/2019 16:00,244.41
4/03/2019 16:00,245.84
4/04/2019 16:00,247.39
4/05/2019 16:00,248.78
4/08/2019 16:00,248.75
4/09/2019 16:00,248.79
4/10/2019 16:00,246.03
4/11/2019 16:00,235.42
4/12/2019 16:00,223.22
4/15/2019 16:00:00,230.2
4/16/2019 16:00:00,220.96
4/17/2019 16:00:00,216.84
4/18/2019 16:00:00,221.75
4/22/2019 16:00:00,227.11
4/23/2019 16:00:00,230.58
4/24/2019 16:00:00,230.35
4/25/2019 16:00:00,230.79
4/26/2019 16:00:00,237
4/29/2019 16:00:00,237.45
4/30/2019 16:00:00,233.07
5/01/2019 16:00,231.95
5/02/2019 16:00,232.45
5/03/2019 16:00,231.95
5/06/2019 16:00,240.5
5/07/2019 16:00,238.05
5/08/2019 16:00,239.15
5/09/2019 16:00,237.97
5/10/2019 16:00,240.59
5/13/2019 16:00:00,239.55
5/14/2019 16:00:00,236.43
5/15/2019 16:00:00,236.08
5/16/2019 16:00:00,236.79
5/17/2019 16:00:00,241.38
5/20/2019 16:00:00,245.99
5/21/2019 16:00:00,249.94
5/22/2019 16:00:00,249.34
5/23/2019 16:00:00,246.5
5/24/2019 16:00:00,247.63
5/28/2019 16:00:00,242.06
5/29/2019 16:00:00,242.4
5/30/2019 16:00:00,243.5
5/31/2019 16:00:00,241.8
6/03/2019 16:00,236.56
6/04/2019 16:00,240.76
6/05/2019 16:00,242.77
6/06/2019 16:00,241.82
6/07/2019 16:00,246.77
6/10/2019 16:00,248.14
6/11/2019 16:00,245.87
6/12/2019 16:00,244.5
6/13/2019 16:00:00,244.96
6/14/2019 16:00:00,245.37
6/17/2019 16:00:00,245.97
6/18/2019 16:00:00,245.7
6/19/2019 16:00:00,250.19
6/20/2019 16:00:00,247.76
6/21/2019 16:00:00,252.28
6/24/2019 16:00:00,249.64
6/25/2019 16:00:00,247.66
6/26/2019 16:00:00,243.47
6/27/2019 16:00:00,246.34
6/28/2019 16:00:00,244.01
7/01/2019 16:00,242.64
7/02/2019 16:00,243.97
7/03/2019 13:00,245.21
7/05/2019 16:00,246.99
7/08/2019 16:00,247.84
7/09/2019 16:00,246
7/10/2019 16:00,247.48
7/11/2019 16:00,261.16
7/12/2019 16:00,265.9
7/15/2019 16:00:00,265.96
7/16/2019 16:00:00,264.66
7/17/2019 16:00:00,266.65
7/18/2019 16:00:00,260.6
7/19/2019 16:00:00,256.65
7/22/2019 16:00:00,255.32
7/23/2019 16:00:00,255.01
7/24/2019 16:00:00,251.13
7/25/2019 16:00:00,248.7
7/26/2019 16:00:00,252.94
7/29/2019 16:00:00,253.82
7/30/2019 16:00:00,254.93
7/31/2019 16:00:00,249.01
8/01/2019 16:00,249.25
8/02/2019 16:00,250.05
8/05/2019 16:00,245.06
8/06/2019 16:00,248.28
8/07/2019 16:00,246.45
8/08/2019 16:00,247.62
8/09/2019 16:00,248.63
8/12/2019 16:00,243.2
8/13/2019 16:00:00,249.22
8/14/2019 16:00:00,243.2
8/15/2019 16:00:00,244.25
8/16/2019 16:00:00,245.69
8/19/2019 16:00:00,244.71
8/20/2019 16:00:00,240.16
8/21/2019 16:00:00,240.35
8/22/2019 16:00:00,232.94
8/23/2019 16:00:00,230.66
8/26/2019 16:00:00,231.08
8/27/2019 16:00:00,222.93
8/28/2019 16:00:00,227.35
8/29/2019 16:00:00,230.62
8/30/2019 16:00:00,234
9/03/2019 16:00,230.62
9/04/2019 16:00,226.73
9/05/2019 16:00,229.59
9/06/2019 16:00,229
9/09/2019 16:00,230.68
9/10/2019 16:00,232.46
9/11/2019 16:00,234.21
9/12/2019 16:00,230.1
9/13/2019 16:00:00,233.61
9/16/2019 16:00:00,234.43
9/17/2019 16:00:00,232.52
9/18/2019 16:00:00,230.61
9/19/2019 16:00:00,232.85
9/20/2019 16:00:00,232.89
9/23/2019 16:00:00,228.77
9/24/2019 16:00:00,225
9/25/2019 16:00:00,222.17
9/26/2019 16:00:00,215.48
9/27/2019 16:00:00,215.26
9/30/2019 16:00:00,217.32
10/01/2019 16:00,217.21
10/02/2019 16:00,216.75
10/03/2019 16:00,215.36
10/04/2019 16:00,219.8
10/07/2019 16:00,221.24
10/08/2019 16:00,220.11
10/09/2019 16:00,222.08
10/10/2019 16:00,223.73
10/11/2019 16:00,222.07
10/14/2019 16:00:00,220.59
10/15/2019 16:00:00,238.59
10/16/2019 16:00:00,236.99
10/17/2019 16:00:00,243.67
10/18/2019 16:00:00,245.34
10/21/2019 16:00:00,243.92
10/22/2019 16:00:00,249.48
10/23/2019 16:00:00,247.8
10/24/2019 16:00:00,244.51
10/25/2019 16:00:00,244.91
10/28/2019 16:00:00,247.05
10/29/2019 16:00:00,252.29
10/30/2019 16:00:00,254.8
10/31/2019 16:00:00,252.7
11/01/2019 16:00,252.21
11/04/2019 16:00,251.25
11/05/2019 16:00,250.3
11/06/2019 16:00,250.52
11/07/2019 16:00,256.46
11/08/2019 16:00,256.97
11/11/2019 16:00,254.09
11/12/2019 16:00,255.25
11/13/2019 16:00:00,253.57
11/14/2019 16:00:00,255.83
11/15/2019 16:00:00,269.4
11/18/2019 16:00:00,272.93
11/19/2019 16:00:00,274.23
11/20/2019 16:00:00,275.56
11/21/2019 16:00:00,276.55
11/22/2019 16:00:00,276.84
11/25/2019 16:00:00,282.67
11/26/2019 16:00:00,281.4
11/27/2019 16:00:00,280.67
11/29/2019 13:00:00,279.87
12/02/2019 16:00,279.66
12/03/2019 16:00,276.9
12/04/2019 16:00,279.32
12/05/2019 16:00,282
12/06/2019 16:00,280.19
12/09/2019 16:00,277.54
12/10/2019 16:00,279.52
12/11/2019 16:00,280.5
12/12/2019 16:00,283.61
12/13/2019 16:00:00,285.48
12/16/2019 16:00:00,292.03
12/17/2019 16:00:00,290.47
12/18/2019 16:00:00,292.9
12/19/2019 16:00:00,294.62
12/20/2019 16:00:00,292.59
12/23/2019 16:00:00,295.09
12/24/2019 13:00:00,294.54
12/26/2019 16:00:00,295.65
12/27/2019 16:00:00,295.97
12/30/2019 16:00:00,293.85
