Date,WES
10/07/2019 16:00,38.97
10/08/2019 16:00,39.4
10/09/2019 16:00,38.69
10/10/2019 16:00,38.96
10/11/2019 16:00,39.26
10/14/2019 16:00:00,39.66
10/15/2019 16:00:00,39.53
10/16/2019 16:00:00,40.65
10/17/2019 16:00:00,40.45
10/18/2019 16:00:00,40.29
10/21/2019 16:00:00,40.71
10/22/2019 16:00:00,40.32
10/23/2019 16:00:00,40.27
10/24/2019 16:00:00,40.56
10/25/2019 16:00:00,41.05
10/28/2019 16:00:00,41
10/29/2019 16:00:00,40.91
10/30/2019 16:00:00,40.23
10/31/2019 16:00:00,39.76
11/01/2019 16:00,39.96
11/04/2019 16:00,40.2
11/05/2019 16:00,40.41
11/06/2019 16:00,39.85
11/07/2019 16:00,40.82
11/08/2019 16:00,40.81
11/11/2019 16:00,41.26
11/12/2019 16:00,41.21
11/13/2019 16:00:00,40.77
11/14/2019 16:00:00,41.16
11/15/2019 16:00:00,42.01
11/18/2019 16:00:00,42.17
11/19/2019 16:00:00,42.58
11/20/2019 16:00:00,42.23
11/21/2019 16:00:00,42.15
11/22/2019 16:00:00,42.1
11/25/2019 16:00:00,42.05
11/26/2019 16:00:00,41.78
11/27/2019 16:00:00,42.4
11/28/2019 16:00:00,42.41
11/29/2019 16:00:00,42.37
12/02/2019 16:00,42.34
12/03/2019 16:00,41.23
12/04/2019 16:00,40.34
12/05/2019 16:00,40.9
12/06/2019 16:00,40.91
12/09/2019 16:00,40.83
12/10/2019 16:00,40.63
12/11/2019 16:00,40.92
12/12/2019 16:00,40.83
12/13/2019 16:00:00,40.95
12/16/2019 16:00:00,41.75
12/17/2019 16:00:00,41.78
12/18/2019 16:00:00,42.05
12/19/2019 16:00:00,41.9
12/20/2019 16:00:00,41.78
12/23/2019 16:00:00,41.85
12/24/2019 14:10:00,41.79
12/27/2019 16:00:00,41.81
12/30/2019 16:00:00,41.98
12/31/2019 14:10:00,41.4
